TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1606202130495	-0.183183	1.662294	-1.587024	0.899710	-0.248156	-0.351147	-0.075076	img__0_1606202130486928700.png
1606202130605	-0.183183	1.662294	-1.587024	0.892905	-0.271624	-0.349061	-0.084243	img__0_1606202130597760700.png
1606202130711	-0.183183	1.662294	-1.587024	0.885489	-0.294904	-0.346737	-0.093351	img__0_1606202130702669300.png
1606202130824	-0.183183	1.662294	-1.587024	0.877466	-0.317981	-0.344174	-0.102395	img__0_1606202130814867200.png
1606202130938	-0.183183	1.662294	-1.587024	0.868842	-0.340842	-0.341376	-0.111370	img__0_1606202130926985000.png
1606202131051	-0.183183	1.662294	-1.587024	0.859622	-0.363469	-0.338344	-0.120267	img__0_1606202131041228600.png
1606202131158	-0.183183	1.662294	-1.587024	0.849813	-0.385846	-0.335080	-0.129083	img__0_1606202131150084000.png
1606202131270	-0.183183	1.662294	-1.587024	0.839421	-0.407960	-0.331586	-0.137810	img__0_1606202131260990700.png
1606202131376	-0.183183	1.662294	-1.587024	0.828455	-0.429793	-0.327865	-0.146443	img__0_1606202131368544500.png
1606202131490	-0.183183	1.662294	-1.587024	0.816920	-0.451332	-0.323919	-0.154975	img__0_1606202131483614500.png
1606202131602	-0.183183	1.662294	-1.587024	0.816920	-0.451332	-0.323919	-0.154975	img__0_1606202131591464200.png
1606202131707	-0.183183	1.662294	-1.587024	0.816920	-0.451332	-0.323919	-0.154975	img__0_1606202131698947900.png
1606202131810	-0.183183	1.662294	-1.587024	0.828455	-0.429792	-0.327865	-0.146442	img__0_1606202131803823300.png
1606202131922	-0.183183	1.662294	-1.587024	0.839422	-0.407958	-0.331586	-0.137809	img__0_1606202131915305900.png
1606202132028	-0.183183	1.662294	-1.587024	0.849813	-0.385846	-0.335079	-0.129082	img__0_1606202132021684700.png
1606202132145	-0.183183	1.662294	-1.587024	0.859623	-0.363468	-0.338343	-0.120266	img__0_1606202132132040900.png
1606202132260	-0.183183	1.662294	-1.587024	0.868843	-0.340840	-0.341375	-0.111368	img__0_1606202132250222100.png
1606202132367	-0.183183	1.662294	-1.587024	0.877467	-0.317981	-0.344173	-0.102394	img__0_1606202132360008400.png
1606202132485	-0.183183	1.662294	-1.587024	0.885491	-0.294901	-0.346735	-0.093349	img__0_1606202132473224600.png
1606202132599	-0.183183	1.662294	-1.587024	0.892907	-0.271621	-0.349059	-0.084240	img__0_1606202132588205800.png
1606202132708	-0.183183	1.662294	-1.587024	0.899711	-0.248155	-0.351145	-0.075074	img__0_1606202132698611600.png
1606202132816	-0.183183	1.662294	-1.587024	0.905899	-0.224518	-0.352990	-0.065856	img__0_1606202132809109500.png
1606202132927	-0.183183	1.662294	-1.587024	0.911466	-0.200727	-0.354593	-0.056593	img__0_1606202132918338100.png
1606202133037	-0.183183	1.662294	-1.587024	0.916408	-0.176798	-0.355953	-0.047292	img__0_1606202133027810100.png
1606202133152	-0.183183	1.662294	-1.587024	0.920722	-0.152748	-0.357069	-0.037957	img__0_1606202133140605700.png
1606202133267	-0.183183	1.662294	-1.587024	0.925492	-0.120523	-0.358176	-0.025473	img__0_1606202133255710600.png
1606202133370	-0.183183	1.662294	-1.587024	0.927454	-0.104353	-0.358566	-0.019218	img__0_1606202133362647600.png
1606202133475	-0.183183	1.662294	-1.587024	0.929868	-0.080040	-0.358946	-0.009826	img__0_1606202133467602300.png
1606202133582	-0.183183	1.662294	-1.587024	0.931645	-0.055672	-0.359080	-0.000427	img__0_1606202133575113100.png
1606202133697	-0.183183	1.662294	-1.587024	0.932783	-0.031266	-0.358968	0.008973	img__0_1606202133687217400.png
1606202133804	-0.183183	1.662294	-1.587024	0.933282	-0.006838	-0.358611	0.018367	img__0_1606202133797042900.png
1606202133917	-0.183183	1.662294	-1.587024	0.933141	0.017595	-0.358007	0.027748	img__0_1606202133908550800.png
1606202134033	-0.183183	1.662294	-1.587024	0.931958	0.050151	-0.356820	0.040225	img__0_1606202134020255700.png
1606202134173	-0.183183	1.662294	-1.587024	0.930326	0.074530	-0.355645	0.049552	img__0_1606202134165597300.png
1606202134286	-0.183183	1.662294	-1.587024	0.928056	0.098858	-0.354226	0.058845	img__0_1606202134275355600.png
1606202134391	-0.183183	1.662294	-1.587024	0.925150	0.123119	-0.352564	0.068098	img__0_1606202134384533500.png
1606202134502	-0.183183	1.662294	-1.587024	0.921610	0.147295	-0.350661	0.077304	img__0_1606202134492214700.png
1606202134616	-0.183183	1.662294	-1.587024	0.917439	0.171370	-0.348517	0.086457	img__0_1606202134605002100.png
1606202134719	-0.183183	1.662294	-1.587024	0.912638	0.195326	-0.346134	0.095550	img__0_1606202134712516600.png
1606202134826	-0.183183	1.662294	-1.587024	0.907213	0.219149	-0.343515	0.104578	img__0_1606202134818366500.png
1606202134946	-0.183183	1.662294	-1.587024	0.901165	0.242821	-0.340659	0.113534	img__0_1606202134932875400.png
1606202135055	-0.183183	1.662294	-1.587024	0.901165	0.242821	-0.340659	0.113534	img__0_1606202135043242800.png
1606202135199	-0.183183	1.662294	-1.587024	0.901165	0.242821	-0.340659	0.113534	img__0_1606202135187781400.png
1606202135310	-0.183183	1.662294	-1.587024	0.909091	0.211222	-0.344414	0.101576	img__0_1606202135298119800.png
1606202135413	-0.183183	1.662294	-1.587024	0.912639	0.195324	-0.346135	0.095549	img__0_1606202135405663500.png
1606202135523	-0.183183	1.662294	-1.587024	0.917439	0.171366	-0.348517	0.086456	img__0_1606202135516863100.png
1606202135630	-0.183183	1.662294	-1.587024	0.921611	0.147292	-0.350661	0.077303	img__0_1606202135622432200.png
1606202135745	-0.183183	1.662294	-1.587024	0.925150	0.123118	-0.352564	0.068098	img__0_1606202135735016700.png
1606202135870	-0.183183	1.662294	-1.587024	0.928056	0.098859	-0.354226	0.058846	img__0_1606202135857805700.png
1606202135972	-0.183183	1.662294	-1.587024	0.930326	0.074532	-0.355645	0.049553	img__0_1606202135964961300.png
1606202136078	-0.183183	1.662294	-1.587024	0.931958	0.050154	-0.356820	0.040227	img__0_1606202136070103100.png
1606202136192	-0.183183	1.662294	-1.587024	0.932952	0.025741	-0.357751	0.030873	img__0_1606202136180787600.png
1606202136293	-0.183183	1.662294	-1.587024	0.933306	0.001310	-0.358437	0.021497	img__0_1606202136285938900.png
1606202136407	-0.183183	1.662294	-1.587024	0.933020	-0.023122	-0.358876	0.012107	img__0_1606202136397525400.png
1606202136511	-0.183183	1.662294	-1.587024	0.932095	-0.047537	-0.359070	0.002709	img__0_1606202136501543700.png
1606202136629	-0.183183	1.662294	-1.587024	0.930531	-0.071921	-0.359018	-0.006692	img__0_1606202136617794600.png
1606202136728	-0.183183	1.662294	-1.587024	0.928330	-0.096256	-0.358720	-0.016088	img__0_1606202136721039400.png
1606202136843	-0.183183	1.662294	-1.587024	0.925492	-0.120524	-0.358176	-0.025473	img__0_1606202136836201800.png
1606202136964	-0.183183	1.662294	-1.587024	0.920722	-0.152750	-0.357069	-0.037958	img__0_1606202136952227100.png
1606202137063	-0.183183	1.662294	-1.587024	0.917916	-0.168796	-0.356352	-0.044184	img__0_1606202137054468200.png
1606202137173	-0.183183	1.662294	-1.587024	0.913183	-0.192766	-0.355073	-0.053496	img__0_1606202137166376400.png
1606202137281	-0.183183	1.662294	-1.587024	0.907824	-0.216603	-0.353551	-0.062772	img__0_1606202137271353600.png
1606202137391	-0.183183	1.662294	-1.587024	0.901843	-0.240293	-0.351787	-0.072006	img__0_1606202137383863500.png
1606202137496	-0.183183	1.662294	-1.587024	0.895243	-0.263819	-0.349781	-0.081190	img__0_1606202137488635800.png
1606202137607	-0.183183	1.662294	-1.587024	0.895243	-0.263819	-0.349781	-0.081190	img__0_1606202137599648700.png
1606202137714	-0.183183	1.662294	-1.587024	0.901842	-0.240295	-0.351787	-0.072006	img__0_1606202137705328600.png
1606202137834	-0.183183	1.662294	-1.587024	0.909679	-0.208674	-0.354086	-0.059685	img__0_1606202137821918600.png
1606202137939	-0.183183	1.662294	-1.587024	0.913183	-0.192766	-0.355073	-0.053496	img__0_1606202137931955800.png
1606202138048	-0.183183	1.662294	-1.587024	0.917916	-0.168795	-0.356352	-0.044183	img__0_1606202138041635900.png
1606202138158	-0.183183	1.662294	-1.587024	0.922020	-0.144709	-0.357386	-0.034840	img__0_1606202138150482700.png
1606202138262	-0.183183	1.662294	-1.587024	0.925492	-0.120524	-0.358176	-0.025473	img__0_1606202138255489400.png
1606202138376	-0.183183	1.662294	-1.587024	0.928330	-0.096257	-0.358720	-0.016088	img__0_1606202138367120000.png
1606202138484	-0.183183	1.662294	-1.587024	0.930531	-0.071924	-0.359018	-0.006693	img__0_1606202138477292700.png
1606202138594	-0.183183	1.662294	-1.587024	0.932095	-0.047541	-0.359070	0.002707	img__0_1606202138586280800.png
1606202138703	-0.183183	1.662294	-1.587024	0.933020	-0.023126	-0.358876	0.012106	img__0_1606202138696128100.png
1606202138814	-0.183183	1.662294	-1.587024	0.933306	0.001306	-0.358437	0.021496	img__0_1606202138805403100.png
1606202138928	-0.183183	1.662294	-1.587024	0.932952	0.025737	-0.357751	0.030871	img__0_1606202138916252100.png
1606202139026	-0.183183	1.662294	-1.587024	0.931958	0.050150	-0.356820	0.040226	img__0_1606202139019360200.png
1606202139146	-0.183183	1.662294	-1.587024	0.930326	0.074529	-0.355645	0.049553	img__0_1606202139134153200.png
1606202139255	-0.183183	1.662294	-1.587024	0.928056	0.098857	-0.354226	0.058846	img__0_1606202139242633500.png
1606202139367	-0.183183	1.662294	-1.587024	0.925150	0.123118	-0.352564	0.068098	img__0_1606202139355921100.png
1606202139474	-0.183183	1.662294	-1.587024	0.921610	0.147294	-0.350661	0.077304	img__0_1606202139466748800.png
1606202139586	-0.183183	1.662294	-1.587024	0.917439	0.171369	-0.348517	0.086457	img__0_1606202139579123200.png
1606202139691	-0.183183	1.662294	-1.587024	0.912639	0.195325	-0.346134	0.095551	img__0_1606202139684687100.png
1606202139802	-0.183183	1.662294	-1.587024	0.907213	0.219147	-0.343515	0.104578	img__0_1606202139795457200.png
1606202139907	-0.183183	1.662294	-1.587024	0.901166	0.242820	-0.340659	0.113534	img__0_1606202139900671700.png
1606202140023	-0.183183	1.662294	-1.587024	0.901166	0.242820	-0.340659	0.113534	img__0_1606202140014022800.png
1606202140161	-0.183183	1.662294	-1.587024	0.901166	0.242820	-0.340659	0.113534	img__0_1606202140152416300.png
1606202140275	-0.183183	1.662294	-1.587024	0.901166	0.242820	-0.340659	0.113534	img__0_1606202140264764200.png
1606202140376	-0.183183	1.662294	-1.587024	0.901166	0.242820	-0.340659	0.113534	img__0_1606202140368196000.png
1606202140495	-0.183183	1.662294	-1.587024	0.901166	0.242820	-0.340659	0.113534	img__0_1606202140482860600.png
