TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1606202165883	-1.347660	1.738734	-0.212352	0.998855	0.043765	0.007975	-0.017615	img__0_1606202165876078000.png
1606202165992	-1.347660	1.738734	-0.212352	0.997367	0.069897	0.007511	-0.017818	img__0_1606202165984797100.png
1606202166101	-1.347660	1.738734	-0.212352	0.995195	0.095982	0.007042	-0.018008	img__0_1606202166094293700.png
1606202166207	-1.347660	1.738734	-0.212352	0.992342	0.122001	0.006568	-0.018186	img__0_1606202166199275200.png
1606202166319	-1.347660	1.738734	-0.212352	0.988808	0.147937	0.006090	-0.018352	img__0_1606202166310656700.png
1606202166430	-1.347660	1.738734	-0.212352	0.984596	0.173770	0.005607	-0.018505	img__0_1606202166422822500.png
1606202166544	-1.347660	1.738734	-0.212352	0.979710	0.199484	0.005121	-0.018646	img__0_1606202166535691000.png
1606202166655	-1.347660	1.738734	-0.212352	0.979710	0.199484	0.005121	-0.018646	img__0_1606202166645790700.png
1606202166763	-1.347660	1.738734	-0.212352	0.979710	0.199484	0.005121	-0.018646	img__0_1606202166754344800.png
1606202166874	-1.347660	1.738734	-0.212352	0.979710	0.199484	0.005121	-0.018646	img__0_1606202166866994900.png
1606202166979	-1.347660	1.738734	-0.212352	0.979710	0.199484	0.005121	-0.018646	img__0_1606202166972160800.png
1606202167090	-1.347660	1.738734	-0.212352	0.979710	0.199484	0.005121	-0.018646	img__0_1606202167082030800.png
1606202167201	-1.347660	1.738734	-0.212352	0.979710	0.199484	0.005121	-0.018646	img__0_1606202167192743200.png
1606202167307	-1.347660	1.738734	-0.212352	0.979710	0.199484	0.005121	-0.018646	img__0_1606202167299266500.png
1606202167419	-1.347660	1.738734	-0.212352	0.979710	0.199484	0.005121	-0.018646	img__0_1606202167411261400.png
1606202167526	-1.347660	1.738734	-0.212352	0.983043	0.182354	0.005445	-0.018554	img__0_1606202167515792700.png
1606202167635	-1.347660	1.738734	-0.212352	0.986076	0.165170	0.005768	-0.018456	img__0_1606202167626984100.png
1606202167741	-1.347660	1.738734	-0.212352	0.990061	0.139302	0.006250	-0.018298	img__0_1606202167733170000.png
1606202167852	-1.347660	1.738734	-0.212352	0.993368	0.113338	0.006726	-0.018128	img__0_1606202167843810800.png
1606202167957	-1.347660	1.738734	-0.212352	0.995995	0.087297	0.007199	-0.017946	img__0_1606202167948639100.png
1606202168070	-1.347660	1.738734	-0.212352	0.997939	0.061196	0.007666	-0.017752	img__0_1606202168063050600.png
1606202168183	-1.347660	1.738734	-0.212352	0.999198	0.035052	0.008128	-0.017545	img__0_1606202168176428000.png
1606202168293	-1.347660	1.738734	-0.212352	0.999774	0.008884	0.008584	-0.017326	img__0_1606202168285479600.png
1606202168402	-1.347660	1.738734	-0.212352	0.999663	-0.017290	0.009035	-0.017095	img__0_1606202168395366400.png
1606202168508	-1.347660	1.738734	-0.212352	0.999210	-0.034734	0.009332	-0.016935	img__0_1606202168499776900.png
1606202168617	-1.347660	1.738734	-0.212352	0.999210	-0.034734	0.009332	-0.016935	img__0_1606202168610470500.png
1606202168725	-1.347660	1.738734	-0.212352	0.999210	-0.034734	0.009332	-0.016935	img__0_1606202168716553100.png
1606202168835	-1.347660	1.738734	-0.212352	0.999210	-0.034734	0.009332	-0.016935	img__0_1606202168827628400.png
1606202168942	-1.347660	1.738734	-0.212352	0.999210	-0.034734	0.009332	-0.016935	img__0_1606202168932504600.png
