TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1606202093026	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093017608300.png
1606202093132	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093124930200.png
1606202093243	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093235409300.png
1606202093352	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093345091300.png
1606202093462	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093452646100.png
1606202093563	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093556523800.png
1606202093675	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093667792600.png
1606202093788	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093779027400.png
1606202093892	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093883704400.png
1606202094005	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202093995661900.png
1606202094112	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202094104069800.png
1606202094219	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202094209738600.png
1606202094327	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202094320182700.png
1606202094438	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202094429227900.png
1606202094555	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202094547059500.png
1606202094660	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202094650901800.png
1606202094770	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202094762250900.png
1606202094877	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202094869825200.png
1606202094989	0.000000	0.000001	-1.443093	0.850774	0.143738	-0.301274	0.405904	img__0_1606202094979991900.png
1606202095091	0.000000	0.000001	-1.443093	0.851995	0.136308	-0.304804	0.403260	img__0_1606202095083528900.png
1606202095201	0.000000	0.000001	-1.443093	0.855271	0.113959	-0.315256	0.395143	img__0_1606202095194518600.png
1606202095311	0.000000	0.000001	-1.443093	0.857961	0.091532	-0.325491	0.386756	img__0_1606202095303219300.png
1606202095419	0.000000	0.000001	-1.443093	0.860063	0.069041	-0.335504	0.378104	img__0_1606202095412165900.png
1606202095526	0.000000	0.000001	-1.443093	0.861575	0.046503	-0.345286	0.369193	img__0_1606202095517455400.png
1606202095630	0.000000	0.000001	-1.443093	0.862497	0.023934	-0.354833	0.360028	img__0_1606202095623414800.png
1606202095746	0.000000	0.000001	-1.443093	0.862827	0.001348	-0.364136	0.350617	img__0_1606202095738117700.png
1606202095864	0.000000	0.000001	-1.443093	0.862567	-0.021238	-0.373189	0.340966	img__0_1606202095855920600.png
1606202095972	0.000000	0.000001	-1.443093	0.861715	-0.043809	-0.381986	0.331081	img__0_1606202095964734200.png
1606202096075	0.000000	0.000001	-1.443093	0.860273	-0.066349	-0.390521	0.320969	img__0_1606202096068647300.png
1606202096190	0.000000	0.000001	-1.443093	0.858241	-0.088846	-0.398790	0.310637	img__0_1606202096181827400.png
1606202096296	0.000000	0.000001	-1.443093	0.855621	-0.111282	-0.406785	0.300092	img__0_1606202096285923800.png
1606202096405	0.000000	0.000001	-1.443093	0.855621	-0.111282	-0.406785	0.300092	img__0_1606202096396657600.png
1606202096512	0.000000	0.000001	-1.443093	0.855621	-0.111282	-0.406785	0.300092	img__0_1606202096501202700.png
1606202096655	0.000000	0.000001	-1.443093	0.855621	-0.111282	-0.406785	0.300092	img__0_1606202096646865600.png
1606202096764	0.000000	0.000001	-1.443093	0.855621	-0.111282	-0.406785	0.300092	img__0_1606202096756032000.png
1606202096874	0.000000	0.000001	-1.443093	0.855621	-0.111282	-0.406785	0.300092	img__0_1606202096865621400.png
1606202096979	0.000000	0.000001	-1.443093	0.858240	-0.088847	-0.398790	0.310638	img__0_1606202096971267400.png
1606202097088	0.000000	0.000001	-1.443093	0.860272	-0.066350	-0.390522	0.320972	img__0_1606202097081395500.png
1606202097196	0.000000	0.000001	-1.443093	0.861713	-0.043806	-0.381986	0.331086	img__0_1606202097186938800.png
1606202097309	0.000000	0.000001	-1.443093	0.862565	-0.021233	-0.373188	0.340972	img__0_1606202097298636300.png
1606202097411	0.000000	0.000001	-1.443093	0.862824	0.001354	-0.364134	0.350625	img__0_1606202097404118000.png
1606202097521	0.000000	0.000001	-1.443093	0.862493	0.023939	-0.354831	0.360038	img__0_1606202097514658600.png
1606202097630	0.000000	0.000001	-1.443093	0.861571	0.046508	-0.345285	0.369203	img__0_1606202097620723100.png
1606202097742	0.000000	0.000001	-1.443093	0.860058	0.069045	-0.335503	0.378116	img__0_1606202097731739000.png
1606202097844	0.000000	0.000001	-1.443093	0.857955	0.091535	-0.325490	0.386769	img__0_1606202097835042500.png
1606202097956	0.000000	0.000001	-1.443093	0.855265	0.113963	-0.315254	0.395158	img__0_1606202097948678700.png
1606202098066	0.000000	0.000001	-1.443093	0.851988	0.136312	-0.304802	0.403276	img__0_1606202098058074200.png
1606202098174	0.000000	0.000001	-1.443093	0.848128	0.158568	-0.294141	0.411117	img__0_1606202098166371600.png
1606202098280	0.000000	0.000001	-1.443093	0.843686	0.180715	-0.283278	0.418677	img__0_1606202098271391600.png
1606202098390	0.000000	0.000001	-1.443093	0.838666	0.202739	-0.272221	0.425949	img__0_1606202098383356400.png
1606202098504	0.000000	0.000001	-1.443093	0.833071	0.224624	-0.260977	0.432930	img__0_1606202098495899300.png
1606202098612	0.000000	0.000001	-1.443093	0.826904	0.246355	-0.249554	0.439614	img__0_1606202098605307400.png
1606202098722	0.000000	0.000001	-1.443093	0.820172	0.267918	-0.237960	0.445997	img__0_1606202098713194000.png
1606202098826	0.000000	0.000001	-1.443093	0.812877	0.289296	-0.226203	0.452074	img__0_1606202098818906800.png
1606202098937	0.000000	0.000001	-1.443093	0.805025	0.310475	-0.214292	0.457841	img__0_1606202098929662500.png
1606202099044	0.000000	0.000001	-1.443093	0.796622	0.331441	-0.202234	0.463294	img__0_1606202099035122700.png
1606202099148	0.000000	0.000001	-1.443093	0.787673	0.352180	-0.190037	0.468430	img__0_1606202099141028200.png
1606202099263	0.000000	0.000001	-1.443093	0.778183	0.372679	-0.177709	0.473245	img__0_1606202099253042800.png
1606202099371	0.000000	0.000001	-1.443093	0.768160	0.392922	-0.165259	0.477736	img__0_1606202099362061300.png
1606202099476	0.000000	0.000001	-1.443093	0.757611	0.412895	-0.152697	0.481898	img__0_1606202099468151100.png
1606202099589	0.000000	0.000001	-1.443093	0.757611	0.412895	-0.152697	0.481898	img__0_1606202099579924300.png
1606202099691	0.000000	0.000001	-1.443093	0.757611	0.412895	-0.152697	0.481898	img__0_1606202099683965400.png
1606202099803	0.000000	0.000001	-1.443093	0.757611	0.412895	-0.152697	0.481898	img__0_1606202099793747300.png
1606202099910	0.000000	0.000001	-1.443093	0.761185	0.406268	-0.156897	0.480548	img__0_1606202099902998700.png
1606202100014	0.000000	0.000001	-1.443093	0.771559	0.386204	-0.169422	0.476277	img__0_1606202100007630300.png
1606202100126	0.000000	0.000001	-1.443093	0.781403	0.365875	-0.181830	0.471680	img__0_1606202100118725400.png
1606202100237	0.000000	0.000001	-1.443093	0.790713	0.345295	-0.194115	0.466759	img__0_1606202100227939100.png
1606202100345	0.000000	0.000001	-1.443093	0.799481	0.324478	-0.206267	0.461518	img__0_1606202100336939800.png
1606202100455	0.000000	0.000001	-1.443093	0.807700	0.303438	-0.218278	0.455961	img__0_1606202100446743200.png
1606202100560	0.000000	0.000001	-1.443093	0.815366	0.282191	-0.230138	0.450092	img__0_1606202100552021900.png
1606202100671	0.000000	0.000001	-1.443093	0.822473	0.260751	-0.241841	0.443914	img__0_1606202100662177000.png
1606202100784	0.000000	0.000001	-1.443093	0.829016	0.239133	-0.253378	0.437432	img__0_1606202100775414400.png
1606202100894	0.000000	0.000001	-1.443093	0.836856	0.210056	-0.268489	0.428324	img__0_1606202100884498300.png
1606202101002	0.000000	0.000001	-1.443093	0.840395	0.195419	-0.275923	0.423574	img__0_1606202100993889100.png
1606202101110	0.000000	0.000001	-1.443093	0.845222	0.173354	-0.286916	0.416206	img__0_1606202101102035600.png
1606202101213	0.000000	0.000001	-1.443093	0.849469	0.151169	-0.297713	0.408554	img__0_1606202101206905800.png
1606202101326	0.000000	0.000001	-1.443093	0.853135	0.128881	-0.308305	0.400621	img__0_1606202101318681700.png
1606202101436	0.000000	0.000001	-1.443093	0.856216	0.106505	-0.318687	0.392414	img__0_1606202101428276700.png
1606202101545	0.000000	0.000001	-1.443093	0.858711	0.084055	-0.328850	0.383938	img__0_1606202101537057600.png
